Time,cX002,cX003,cX005,cX006,cX008,cX009,cX012,cX013,cX014,cX017,cX018,cX019
1313.67,0.37,-0.31,0.5,-0.69,0.15,0.47,-0.55,-0.36,-0.86,0.81,,-0.77
1313.705,0.37,-0.32,,-0.68,0.15,0.47,-0.55,-0.36,-0.86,0.82,,-0.77
1313.74,0.37,-0.33,,-0.66,0.15,0.5,-0.55,-0.37,-0.85,0.82,,-0.76
1313.775,0.37,-0.33,,-0.66,0.15,0.5,-0.55,-0.37,-0.85,0.82,,-0.76
1313.81,0.37,-0.35,,-0.65,0.15,0.53,-0.55,-0.36,-0.85,0.84,-0.44,-0.77
1313.845,0.37,-0.36,,-0.65,0.16,0.56,-0.55,-0.36,-0.86,0.86,-0.44,-0.76
1313.88,0.37,-0.36,,-0.65,0.16,0.56,-0.55,-0.36,-0.86,0.86,-0.44,-0.76
1313.915,0.37,-0.37,0.5,-0.64,0.16,0.56,-0.55,-0.36,-0.86,0.88,-0.45,-0.77
1313.95,0.37,-0.38,,-0.63,0.15,0.56,-0.55,-0.36,-0.86,0.89,-0.46,-0.77
1313.985,0.37,-0.38,,-0.63,0.15,0.56,-0.55,-0.36,-0.86,0.89,-0.46,-0.77
1314.02,0.37,-0.39,,-0.62,0.16,0.57,-0.55,-0.36,-0.86,0.89,,-0.76
1314.055,0.37,-0.39,,-0.61,0.16,0.59,-0.55,-0.36,-0.86,0.9,-0.51,-0.76
1314.09,0.37,-0.39,,-0.61,0.16,0.59,-0.55,-0.36,-0.86,0.9,-0.51,-0.76
1314.125,0.37,-0.45,,-0.6,0.16,0.6,-0.55,-0.36,-0.85,0.92,-0.52,-0.76
1314.16,0.37,,,-0.59,0.15,0.61,-0.55,-0.36,-0.85,0.92,-0.54,-0.76
1314.195,0.37,,,-0.59,0.15,0.61,-0.55,-0.36,-0.85,0.92,-0.54,-0.76
1314.23,0.37,-0.48,,-0.59,0.15,0.61,-0.55,-0.36,-0.84,0.91,-0.56,-0.76
1314.265,0.37,-0.51,0.5,-0.58,0.15,0.63,-0.55,-0.36,-0.83,0.91,-0.57,-0.75
1314.3,0.37,-0.51,0.5,-0.58,0.15,0.63,-0.55,-0.36,-0.83,0.91,-0.57,-0.75
1314.335,0.37,-0.52,,-0.57,0.15,0.65,-0.55,-0.36,-0.83,0.91,-0.58,-0.75
1314.37,0.37,-0.54,,-0.56,0.15,0.65,-0.55,-0.36,-0.82,0.9,-0.6,-0.74
1314.405,0.37,-0.54,,-0.56,0.15,0.65,-0.55,-0.36,-0.82,0.9,-0.6,-0.74
1314.44,0.36,-0.55,,-0.56,0.15,0.66,-0.55,-0.36,-0.82,0.89,-0.6,-0.74
1314.475,0.37,-0.56,,-0.55,0.16,0.67,-0.55,-0.36,-0.81,0.89,-0.63,-0.74
1314.51,0.37,-0.56,,-0.55,0.16,0.67,-0.55,-0.36,-0.81,0.89,-0.63,-0.74
1314.545,0.37,-0.56,,-0.54,0.15,0.69,-0.55,-0.36,-0.8,0.89,-0.64,-0.74
1314.58,0.37,-0.55,,-0.53,0.16,0.7,-0.55,-0.36,-0.8,0.89,-0.66,-0.73
1314.615,0.37,-0.55,,-0.53,0.16,0.7,-0.55,-0.36,-0.8,0.89,-0.66,-0.73
1314.65,0.37,-0.55,,-0.52,0.16,0.7,-0.55,-0.36,-0.8,0.87,-0.69,-0.73
1314.685,0.37,-0.56,,-0.52,0.15,0.72,-0.55,-0.36,-0.79,0.87,-0.71,-0.73
1314.72,0.37,-0.56,,-0.52,0.15,0.72,-0.55,-0.36,-0.79,0.87,-0.71,-0.73
1314.755,0.37,-0.56,,-0.51,0.15,0.73,-0.55,-0.36,-0.78,0.86,-0.71,-0.73
1314.79,0.37,-0.56,,-0.5,0.15,0.73,-0.55,-0.36,-0.77,,-0.71,-0.73
1314.825,0.37,-0.56,,-0.5,0.15,0.73,-0.55,-0.36,-0.77,,-0.71,-0.73
1314.86,0.37,-0.56,,-0.5,0.15,0.74,-0.55,-0.36,-0.78,0.85,-0.71,-0.73
1314.895,0.37,-0.57,,-0.49,0.15,0.74,-0.55,-0.36,-0.77,0.84,-0.71,-0.73
1314.93,0.37,-0.57,,-0.49,0.15,0.74,-0.55,-0.36,-0.77,0.84,-0.71,-0.73
1314.965,0.37,-0.58,,-0.46,0.16,0.73,-0.55,-0.36,-0.77,0.84,-0.71,-0.73
1315.0,0.37,-0.59,,-0.44,0.16,0.74,-0.55,-0.36,-0.76,0.84,-0.71,-0.73
1315.035,0.37,-0.59,,-0.44,0.16,0.74,-0.55,-0.36,-0.76,0.84,-0.71,-0.73
1315.07,0.37,-0.61,,-0.43,0.16,0.75,-0.55,-0.36,-0.75,0.84,-0.71,-0.73
1315.105,0.37,-0.62,,-0.42,0.15,0.77,-0.55,-0.36,-0.75,0.84,-0.71,-0.73
1315.14,0.37,-0.64,,-0.42,0.16,0.79,-0.55,-0.36,-0.75,0.84,-0.71,-0.74
1315.175,0.37,-0.64,,-0.42,0.16,0.79,-0.55,-0.36,-0.75,0.84,-0.71,-0.74
1315.21,0.37,-0.65,,-0.42,0.16,0.79,-0.55,-0.36,-0.75,0.84,-0.71,-0.74
1315.245,0.37,-0.65,,-0.42,0.16,0.79,-0.55,-0.36,-0.75,0.84,-0.71,-0.74
1315.28,0.37,-0.69,,-0.39,0.15,0.8,-0.55,-0.36,-0.75,0.83,-0.72,-0.75
1315.315,0.37,-0.7,,-0.36,0.15,0.81,-0.55,-0.36,-0.76,0.82,-0.73,-0.75
1315.35,0.37,-0.7,,-0.36,0.15,0.81,-0.55,-0.36,-0.76,0.82,-0.73,-0.75
1315.385,0.37,-0.71,,-0.34,0.16,0.82,-0.55,-0.36,-0.75,0.8,-0.74,-0.75
1315.42,0.37,-0.73,,-0.33,0.16,0.83,-0.55,-0.36,-0.74,0.8,-0.74,-0.75
1315.455,0.37,-0.73,,-0.33,0.16,0.83,-0.55,-0.36,-0.74,0.8,-0.74,-0.75
1315.49,0.37,-0.73,,-0.32,0.16,0.85,-0.55,-0.36,-0.73,0.78,-0.75,-0.75
1315.525,0.37,-0.75,,-0.32,0.16,0.86,-0.55,-0.36,-0.72,0.78,-0.77,-0.76
1315.56,0.37,-0.75,,-0.32,0.16,0.86,-0.55,-0.36,-0.72,0.78,-0.77,-0.76
1315.595,0.37,-0.77,,-0.32,0.16,0.86,-0.55,-0.36,-0.7,0.76,-0.77,-0.76
1315.63,0.37,-0.8,,-0.31,0.15,0.87,-0.55,-0.36,-0.69,0.75,-0.78,-0.77
1315.665,0.37,-0.8,,-0.31,0.15,0.87,-0.55,-0.36,-0.69,0.75,-0.78,-0.77
1315.7,0.37,-0.82,0.5,-0.3,0.15,0.87,-0.55,-0.36,-0.68,0.75,-0.78,-0.77
1315.735,0.37,-0.83,0.5,-0.3,0.15,0.89,-0.55,-0.36,-0.67,0.74,-0.79,-0.77
1315.77,0.37,-0.83,0.5,-0.3,0.15,0.89,-0.55,-0.36,-0.67,0.74,-0.79,-0.77
1315.805,0.37,-0.84,,-0.29,0.16,0.9,-0.55,-0.36,-0.65,0.72,-0.81,-0.77
1315.84,0.37,-0.85,,-0.29,0.16,0.92,-0.55,-0.36,-0.64,0.71,-0.83,-0.77
1315.875,0.37,-0.85,,-0.29,0.16,0.92,-0.55,-0.36,-0.64,0.71,-0.83,-0.77
1315.91,0.37,-0.84,,-0.27,0.16,0.96,-0.55,-0.36,-0.62,0.7,-0.84,-0.77
1315.945,0.37,-0.84,,-0.26,0.15,0.97,-0.55,-0.36,-0.59,0.7,-0.83,-0.77
1315.98,0.37,-0.84,,-0.26,0.15,0.97,-0.55,-0.36,-0.59,0.7,-0.83,-0.77
1316.015,0.37,-0.84,,-0.25,0.15,0.97,-0.55,-0.36,-0.57,0.69,-0.83,-0.79
1316.05,0.37,-0.84,,-0.25,0.15,0.98,-0.55,-0.36,-0.57,0.69,-0.81,-0.79
1316.085,0.37,-0.84,,-0.24,0.16,0.99,-0.55,-0.35,-0.57,0.69,-0.81,-0.8
1316.12,0.37,-0.84,,-0.24,0.16,0.99,-0.55,-0.35,-0.57,0.69,-0.81,-0.8
1316.155,0.37,-0.83,,-0.24,0.16,0.99,-0.55,-0.35,-0.56,0.67,-0.8,-0.81
1316.19,0.37,-0.83,,-0.23,0.15,,-0.55,-0.35,-0.54,0.66,-0.79,-0.8
1316.225,0.37,-0.83,,-0.23,0.15,,-0.55,-0.35,-0.54,0.66,-0.79,-0.8
1316.26,0.37,-0.84,,-0.21,0.16,,-0.55,-0.35,-0.51,0.66,-0.78,-0.81
1316.295,0.37,-0.84,,-0.2,0.16,,-0.55,-0.34,-0.49,0.65,-0.78,-0.8
1316.33,0.37,-0.84,,-0.2,0.16,,-0.55,-0.34,-0.49,0.65,-0.78,-0.8
1316.365,0.37,-0.84,,-0.2,0.15,,-0.55,-0.34,-0.48,0.64,-0.77,-0.81
1316.4,0.37,-0.84,,-0.19,0.15,,-0.55,-0.33,-0.45,0.64,-0.77,-0.81
1316.435,0.37,-0.84,,-0.19,0.15,,-0.55,-0.33,-0.45,0.64,-0.77,-0.81
1316.47,0.37,-0.84,,-0.18,0.16,,-0.55,-0.33,-0.43,0.61,-0.77,-0.82
1316.505,0.37,-0.84,,-0.18,0.16,,-0.55,-0.33,-0.41,0.61,-0.78,-0.82
1316.54,0.37,-0.84,,-0.18,0.16,,-0.55,-0.33,-0.41,0.61,-0.78,-0.82
1316.575,0.37,-0.84,0.5,-0.16,0.16,,-0.55,-0.33,-0.39,0.6,-0.79,-0.82
1316.61,0.37,-0.85,,-0.16,0.16,,-0.55,-0.33,-0.36,0.58,-0.79,-0.81
1316.645,0.37,-0.85,,-0.16,0.16,,-0.55,-0.33,-0.36,0.58,-0.79,-0.81
1316.68,0.37,-0.85,,-0.15,0.15,,-0.55,-0.33,-0.35,0.57,-0.79,-0.79
1316.715,0.37,-0.85,,-0.14,0.15,,-0.55,-0.33,-0.34,0.55,-0.79,-0.79
1316.75,0.37,-0.85,,-0.14,0.15,,-0.55,-0.33,-0.34,0.55,-0.79,-0.79
1316.785,0.37,-0.84,,-0.13,0.15,,-0.55,-0.33,-0.33,0.54,-0.79,-0.79
1316.82,0.37,-0.84,,-0.11,0.15,,-0.55,-0.33,-0.31,0.53,-0.79,-0.8
1316.855,0.37,-0.84,,-0.11,0.15,,-0.55,-0.33,-0.31,0.53,-0.79,-0.8
1316.89,0.37,-0.84,,-0.11,0.15,,-0.55,-0.33,-0.31,0.52,-0.79,-0.8
1316.925,0.37,-0.84,,-0.09,0.15,,-0.55,-0.33,-0.29,0.51,-0.79,-0.8
1316.96,0.37,-0.84,,-0.09,0.15,,-0.55,-0.33,-0.29,0.51,-0.79,-0.8
1316.995,0.37,-0.83,,-0.08,0.15,,-0.55,-0.33,-0.27,0.51,-0.79,-0.81
1317.03,0.37,-0.83,,-0.07,0.15,,-0.55,-0.33,-0.25,0.5,-0.78,-0.81
1317.065,0.37,-0.83,,-0.07,0.15,,-0.55,-0.33,-0.25,0.5,-0.78,-0.81
1317.1,0.37,-0.82,,-0.03,0.15,,-0.55,-0.33,-0.22,0.46,-0.78,-0.81
1317.135,0.37,-0.82,,,0.15,,-0.55,-0.33,-0.2,0.43,-0.78,-0.81
1317.17,0.37,-0.82,,,0.15,,-0.55,-0.33,-0.2,0.43,-0.78,-0.81
1317.205,0.37,-0.82,0.5,,0.16,,-0.55,-0.33,-0.18,0.41,-0.78,-0.81
1317.24,0.37,-0.81,,,0.16,,-0.55,-0.33,-0.16,0.4,-0.77,-0.81
1317.275,0.37,-0.81,,,0.16,,-0.55,-0.33,-0.16,0.4,-0.77,-0.81
1317.31,0.37,-0.78,,,0.16,,-0.55,-0.33,-0.15,0.38,-0.76,-0.82
1317.345,0.37,-0.77,,,0.16,,-0.55,-0.33,-0.14,0.37,-0.76,-0.82
1317.38,0.37,-0.77,,,0.16,,-0.55,-0.33,-0.14,0.37,-0.76,-0.82
1317.415,0.37,-0.76,,,0.15,,-0.55,-0.33,-0.11,0.36,-0.75,-0.82
1317.45,0.37,-0.75,,,0.16,,-0.55,-0.33,-0.08,0.35,-0.75,-0.82
1317.485,0.37,-0.75,,,0.16,,-0.55,-0.33,-0.08,0.35,-0.75,-0.82
1317.52,0.37,-0.72,,0.01,0.16,,-0.55,-0.33,-0.08,0.33,-0.74,-0.82
1317.555,0.37,-0.7,,0.04,0.16,,-0.55,-0.33,-0.08,0.31,-0.74,-0.82
1317.59,0.37,-0.7,,0.04,0.16,,-0.55,-0.33,-0.08,0.31,-0.74,-0.82
1317.625,0.37,-0.68,,0.05,0.16,,-0.55,-0.33,-0.08,0.3,-0.74,-0.83
1317.66,0.37,-0.66,0.5,0.04,0.16,,-0.55,-0.33,-0.06,0.29,-0.72,-0.82
1317.695,0.37,-0.66,0.5,0.04,0.16,,-0.55,-0.33,-0.06,0.29,-0.72,-0.82
1317.73,0.37,-0.65,,0.05,0.15,,-0.55,-0.33,-0.04,0.28,-0.72,-0.82
1317.765,0.37,-0.64,,0.05,0.15,,-0.55,-0.33,-0.03,0.27,-0.72,-0.82
1317.8,0.37,-0.64,,0.05,0.15,,-0.55,-0.33,-0.03,0.27,-0.72,-0.82
1317.835,0.37,-0.61,,0.04,0.15,,-0.55,-0.33,-0.01,0.27,-0.72,-0.81
1317.87,0.37,-0.59,,0.04,0.13,,-0.55,-0.33,-0.01,0.25,-0.71,-0.8
1317.905,0.37,-0.59,,0.04,0.13,,-0.55,-0.33,-0.01,0.25,-0.71,-0.8
1317.94,0.37,-0.57,0.5,0.06,0.13,,-0.55,-0.33,-0.01,0.24,-0.7,-0.79
1317.975,0.37,-0.56,,0.06,0.12,,-0.55,-0.33,-0.01,0.23,-0.7,-0.78
1318.01,0.37,-0.56,,0.06,0.12,,-0.55,-0.33,-0.01,0.23,-0.7,-0.78
1318.045,0.37,-0.52,0.5,0.06,0.12,,-0.55,-0.32,-0.01,0.22,-0.7,-0.79
1318.08,0.37,-0.5,,0.06,0.12,,-0.55,-0.33,,0.22,-0.69,-0.79
1318.115,0.37,-0.5,,0.06,0.12,,-0.55,-0.33,,0.22,-0.69,-0.79
1318.15,0.37,-0.46,,0.06,0.11,,-0.55,-0.33,,0.22,-0.67,-0.8
1318.185,0.37,-0.46,,0.06,0.11,,-0.55,-0.33,,0.22,-0.67,-0.8
1318.22,0.37,-0.42,,0.06,0.1,,-0.55,-0.33,0.01,0.22,-0.66,-0.8
1318.255,0.37,-0.39,,0.06,0.1,,-0.55,-0.33,0.02,0.22,-0.66,-0.82
1318.29,0.37,-0.39,,0.06,0.1,,-0.55,-0.33,0.02,0.22,-0.66,-0.82
1318.325,0.36,-0.38,,0.06,0.09,,-0.55,-0.33,0.02,0.21,-0.66,-0.82
1318.36,0.37,-0.36,,0.06,0.09,,-0.55,-0.33,0.03,0.2,-0.66,-0.81
1318.395,0.37,-0.34,,0.06,0.08,,-0.55,-0.33,0.03,0.19,-0.67,-0.81
1318.43,0.37,-0.34,,0.06,0.08,,-0.55,-0.33,0.03,0.19,-0.67,-0.81
1318.465,0.37,-0.33,0.5,0.06,0.08,,-0.55,-0.33,0.02,0.17,-0.66,-0.82
1318.5,0.37,-0.33,,0.06,0.08,,-0.55,-0.33,0.03,0.17,-0.66,-0.82
1318.535,0.37,-0.33,,0.06,0.08,,-0.55,-0.33,0.03,0.17,-0.66,-0.82
1318.57,0.37,-0.33,0.5,0.06,0.07,0.99,-0.55,-0.33,0.03,0.17,-0.65,-0.83
1318.605,0.37,-0.32,,0.06,0.07,0.99,-0.55,-0.33,0.03,0.17,-0.65,-0.83
1318.64,0.37,-0.32,,0.06,0.07,0.99,-0.55,-0.33,0.03,0.17,-0.65,-0.83
1318.675,0.37,-0.32,0.5,0.06,0.06,0.99,-0.55,-0.33,0.03,0.17,-0.65,-0.83
1318.71,0.37,-0.31,,0.07,0.04,0.98,-0.55,-0.33,0.02,0.16,-0.65,-0.83
1318.745,0.37,-0.31,,0.07,0.04,0.98,-0.55,-0.33,0.02,0.16,-0.65,-0.83
1318.78,0.37,-0.3,,0.07,0.01,0.98,-0.55,-0.33,0.02,0.16,-0.66,-0.83
1318.815,0.37,-0.29,,0.07,,0.98,-0.55,-0.33,0.03,0.14,-0.67,-0.84
1318.85,0.37,-0.29,,0.07,,0.98,-0.55,-0.33,0.03,0.14,-0.67,-0.84
1318.885,0.36,-0.27,,0.07,-0.02,0.97,-0.55,-0.32,0.04,0.14,-0.67,-0.83
1318.92,0.37,-0.26,,0.07,-0.03,0.96,-0.55,-0.33,0.04,0.12,-0.68,-0.83
1318.955,0.37,-0.26,,0.07,-0.03,0.96,-0.55,-0.33,0.04,0.12,-0.68,-0.83
1318.99,0.37,-0.25,,0.07,-0.04,0.96,-0.55,-0.33,0.03,0.07,-0.69,-0.83
1319.025,0.37,-0.25,,0.07,-0.04,0.96,-0.55,-0.33,0.04,0.07,-0.69,-0.83
1319.06,0.37,-0.25,,0.07,-0.04,0.96,-0.55,-0.33,0.04,0.07,-0.69,-0.83
1319.095,0.37,-0.24,,0.07,-0.05,0.95,-0.55,-0.33,0.03,0.05,-0.7,-0.83
1319.13,0.37,-0.23,0.5,0.07,-0.05,0.93,-0.55,-0.33,0.03,0.04,-0.69,-0.83
1319.165,0.37,-0.23,0.5,0.07,-0.05,0.93,-0.55,-0.33,0.03,0.04,-0.69,-0.83
1319.2,0.37,-0.2,,0.07,-0.06,0.93,-0.55,-0.32,0.03,0.03,-0.68,-0.83
1319.235,0.37,-0.18,,0.07,-0.08,0.93,-0.55,-0.32,0.02,0.02,-0.67,-0.83
1319.27,0.37,-0.18,,0.07,-0.08,0.93,-0.55,-0.32,0.02,0.02,-0.67,-0.83
1319.305,0.37,-0.16,,0.07,-0.09,0.93,-0.55,-0.33,0.01,,-0.66,-0.83
1319.34,0.37,-0.15,0.5,0.07,-0.1,0.92,-0.55,-0.33,0.01,-0.02,-0.66,-0.83
1319.375,0.37,-0.15,0.5,0.07,-0.1,0.92,-0.55,-0.33,0.01,-0.02,-0.66,-0.83
1319.41,0.37,-0.15,,0.07,-0.11,0.91,-0.55,-0.33,0.01,-0.04,-0.65,-0.83
1319.445,0.37,-0.15,,0.07,-0.12,0.91,-0.55,-0.33,0.01,-0.06,-0.65,-0.82
1319.48,0.37,-0.15,,0.07,-0.12,0.91,-0.55,-0.33,0.01,-0.06,-0.65,-0.82
1319.515,0.37,-0.14,,0.06,-0.14,0.89,-0.55,-0.33,0.01,-0.08,-0.63,-0.81
1319.55,0.37,-0.13,,0.04,-0.15,0.88,-0.55,-0.33,,-0.09,-0.63,-0.82
1319.585,0.37,-0.13,,0.04,-0.15,0.88,-0.55,-0.33,,-0.09,-0.63,-0.82
1319.62,0.37,-0.11,,0.04,-0.16,0.88,-0.55,-0.33,,-0.11,-0.62,-0.81
1319.655,0.37,-0.09,0.5,,-0.17,0.88,-0.55,-0.33,,-0.14,-0.61,-0.8
1319.69,0.37,-0.09,0.5,,-0.17,0.88,-0.55,-0.33,,-0.14,-0.61,-0.8
1319.725,0.37,-0.06,,0.03,-0.18,0.88,-0.55,-0.33,-0.01,-0.16,-0.6,-0.78
1319.76,0.37,-0.01,,0.03,-0.19,0.88,-0.55,-0.33,-0.02,-0.18,-0.59,-0.78
1319.795,0.37,-0.01,,0.03,-0.19,0.88,-0.55,-0.33,-0.02,-0.18,-0.59,-0.78
1319.83,0.37,-0.02,,0.02,-0.2,0.88,-0.55,-0.33,-0.03,-0.19,-0.59,-0.78
1319.865,0.37,-0.01,,0.02,-0.22,0.87,-0.55,-0.33,-0.04,-0.2,-0.58,-0.77
1319.9,0.37,-0.01,,0.02,-0.22,0.87,-0.55,-0.33,-0.04,-0.2,-0.58,-0.77
1319.935,0.37,-0.01,,0.02,-0.24,0.87,-0.55,-0.33,-0.06,-0.22,-0.58,-0.76
1319.97,0.37,-0.01,,0.01,-0.25,0.87,-0.55,-0.33,-0.08,-0.24,-0.56,-0.76
1320.005,0.37,,,0.01,-0.27,0.87,-0.55,-0.33,-0.09,-0.27,-0.56,-0.75
1320.041,0.37,,,0.01,-0.27,0.87,-0.55,-0.33,-0.09,-0.27,-0.56,-0.75
1320.076,0.37,,,-0.01,-0.28,0.87,-0.55,-0.33,-0.11,-0.28,-0.56,-0.75
1320.111,0.37,,,-0.01,-0.28,0.87,-0.55,-0.33,-0.11,-0.28,-0.56,-0.75
1320.146,0.37,,,-0.01,-0.29,0.87,-0.55,-0.33,-0.12,-0.29,-0.55,-0.75
1320.181,0.37,0.01,,-0.03,-0.3,0.87,-0.55,-0.33,-0.13,-0.3,-0.55,-0.75
1320.216,0.37,0.01,,-0.03,-0.3,0.87,-0.55,-0.33,-0.13,-0.3,-0.55,-0.75
1320.251,0.37,0.01,,-0.05,-0.3,0.87,-0.55,-0.33,-0.14,-0.32,-0.55,-0.74
1320.286,0.37,0.01,,-0.06,-0.33,0.87,-0.55,-0.33,-0.16,-0.34,-0.55,-0.74
1320.321,0.37,0.01,,-0.06,-0.33,0.87,-0.55,-0.33,-0.16,-0.34,-0.55,-0.74
1320.356,0.37,0.01,,-0.07,-0.34,0.88,-0.55,-0.33,-0.18,-0.36,-0.55,-0.73
1320.391,0.37,,,-0.08,-0.35,0.88,-0.55,-0.33,-0.22,-0.37,-0.51,-0.71
1320.426,0.37,,,-0.08,-0.35,0.88,-0.55,-0.33,-0.22,-0.37,-0.51,-0.71
1320.461,0.37,,,-0.1,-0.34,0.88,-0.55,-0.34,-0.23,-0.39,-0.49,-0.7
1320.496,0.37,-0.01,,-0.11,-0.35,0.88,-0.55,-0.33,-0.26,-0.4,-0.48,-0.69
1320.531,0.37,-0.01,,-0.11,-0.35,0.88,-0.55,-0.33,-0.26,-0.4,-0.48,-0.69
1320.566,0.37,-0.02,,-0.13,-0.38,0.88,-0.55,-0.33,-0.28,-0.41,-0.48,-0.69
1320.601,0.37,-0.01,,-0.13,-0.38,0.88,-0.55,-0.33,-0.31,-0.46,-0.48,-0.69
1320.636,0.37,-0.01,,-0.13,-0.38,0.88,-0.55,-0.33,-0.31,-0.46,-0.48,-0.69
1320.671,0.37,,,-0.15,-0.38,0.88,-0.55,-0.33,-0.32,-0.49,-0.49,-0.69
1320.706,0.37,0.01,,-0.17,-0.4,0.88,-0.55,-0.33,-0.33,-0.52,,-0.68
1320.741,0.37,0.01,,-0.17,-0.4,0.88,-0.55,-0.33,-0.33,-0.52,,-0.68
1320.776,0.37,0.02,,-0.19,-0.42,0.88,-0.55,-0.33,-0.34,-0.54,-0.48,-0.68
1320.811,0.37,0.03,,-0.19,-0.45,0.88,-0.55,-0.33,-0.36,-0.56,,-0.68
1320.846,0.37,0.03,,-0.19,-0.45,0.88,-0.55,-0.33,-0.36,-0.56,,-0.68
1320.881,0.37,0.03,,-0.2,-0.44,0.88,-0.55,-0.32,-0.39,-0.59,-0.43,-0.67
1320.916,0.37,0.04,,-0.2,-0.44,0.88,-0.55,-0.33,-0.4,-0.6,-0.43,-0.67
1320.951,0.37,0.04,,-0.2,-0.44,0.88,-0.55,-0.33,-0.4,-0.6,-0.43,-0.67
1320.986,0.37,0.05,,-0.22,-0.46,0.88,-0.55,-0.33,-0.45,-0.63,-0.42,-0.67
1321.02,0.37,0.06,,-0.24,-0.47,0.88,-0.55,-0.32,-0.46,-0.65,-0.41,-0.66
1321.055,0.37,0.06,,-0.24,-0.47,0.88,-0.55,-0.32,-0.46,-0.65,-0.41,-0.66
1321.09,0.37,0.07,,-0.25,-0.49,0.88,-0.55,-0.33,-0.46,-0.68,-0.39,-0.64
1321.125,0.37,0.08,,-0.26,-0.5,0.88,-0.55,-0.33,-0.49,-0.7,-0.37,-0.63
1321.16,0.37,0.08,,-0.26,-0.5,0.88,-0.55,-0.33,-0.49,-0.7,-0.37,-0.63
1321.195,0.37,0.09,,-0.26,-0.52,0.88,-0.55,-0.33,-0.5,-0.72,-0.36,-0.64
1321.23,0.37,0.09,,-0.27,-0.52,0.88,-0.55,-0.32,-0.52,-0.74,-0.35,-0.63
1321.265,0.37,0.09,,-0.27,-0.52,0.88,-0.55,-0.32,-0.52,-0.74,-0.35,-0.63
1321.3,0.37,0.1,,-0.29,-0.53,0.88,-0.55,-0.33,-0.53,-0.75,-0.34,-0.62
1321.335,0.37,0.1,,-0.29,-0.54,0.88,-0.55,-0.33,-0.53,-0.77,-0.34,-0.62
1321.37,0.37,0.1,,-0.29,-0.54,0.88,-0.55,-0.33,-0.53,-0.77,-0.34,-0.62
1321.405,0.37,0.09,,-0.3,-0.56,0.88,-0.55,-0.32,-0.54,-0.8,-0.33,-0.61
1321.44,0.37,0.08,,-0.31,-0.57,0.88,-0.55,-0.33,-0.55,-0.81,-0.33,-0.61
1321.475,0.37,0.08,,-0.31,-0.57,0.88,-0.55,-0.33,-0.55,-0.81,-0.33,-0.61
1321.51,0.37,0.08,,-0.34,-0.58,0.88,-0.55,-0.33,-0.56,-0.81,-0.33,-0.59
1321.545,0.37,0.07,0.5,-0.38,-0.59,0.88,-0.55,-0.32,-0.58,-0.81,-0.32,-0.59
1321.58,0.37,0.07,0.5,-0.38,-0.59,0.88,-0.55,-0.32,-0.58,-0.81,-0.32,-0.59
1321.615,0.37,0.06,,-0.43,-0.59,0.88,-0.55,-0.32,-0.61,-0.81,-0.31,-0.58
1321.65,0.37,0.05,,-0.45,-0.6,0.88,-0.55,-0.32,-0.63,-0.81,-0.3,-0.57
1321.685,0.37,0.05,,-0.45,-0.6,0.88,-0.55,-0.32,-0.63,-0.81,-0.3,-0.57
1321.72,0.37,0.07,,-0.48,-0.61,0.88,-0.55,-0.32,-0.65,-0.81,-0.29,-0.56
1321.755,0.37,0.07,,-0.51,-0.63,0.88,-0.55,-0.32,-0.68,-0.82,-0.29,-0.56
1321.79,0.37,0.07,,-0.51,-0.63,0.88,-0.55,-0.32,-0.68,-0.82,-0.29,-0.56
1321.825,0.37,0.07,,-0.52,-0.63,0.88,-0.55,-0.32,-0.69,-0.81,-0.29,-0.56
1321.86,0.37,0.07,,-0.53,-0.64,0.88,-0.55,-0.32,-0.71,-0.82,-0.28,-0.54
1321.895,0.37,0.07,,-0.53,-0.64,0.88,-0.55,-0.32,-0.71,-0.82,-0.28,-0.54
1321.93,0.37,0.07,,-0.55,-0.66,0.88,-0.55,-0.32,-0.74,-0.81,-0.27,-0.54
1321.965,0.36,0.07,,-0.56,-0.67,0.88,-0.55,-0.32,-0.77,-0.81,-0.25,-0.54
1322.0,0.36,0.07,,-0.56,-0.67,0.88,-0.55,-0.32,-0.77,-0.81,-0.25,-0.54
1322.035,0.37,0.08,,-0.57,-0.67,0.88,-0.55,-0.32,-0.79,-0.81,-0.23,-0.53
1322.07,0.37,0.1,,-0.59,-0.69,0.88,-0.55,-0.32,-0.81,-0.8,-0.22,-0.52
1322.105,0.37,0.1,,-0.59,-0.69,0.88,-0.55,-0.32,-0.81,-0.8,-0.22,-0.52
1322.14,0.37,0.11,,-0.59,-0.69,0.88,-0.55,-0.32,-0.83,-0.81,-0.22,-0.52
1322.175,0.37,0.13,,-0.62,-0.7,0.88,-0.55,-0.32,-0.85,-0.81,-0.22,-0.52
1322.21,0.37,0.13,,-0.62,-0.7,0.88,-0.55,-0.32,-0.85,-0.81,-0.22,-0.52
1322.245,0.37,0.14,,-0.64,-0.71,0.88,-0.55,-0.32,-0.85,-0.81,-0.2,-0.52
1322.28,0.37,0.13,,-0.66,-0.72,0.88,-0.55,-0.32,-0.84,-0.81,-0.19,-0.51
1322.315,0.37,0.13,,-0.66,-0.72,0.88,-0.55,-0.32,-0.84,-0.81,-0.19,-0.51
1322.35,0.37,0.15,,-0.66,-0.73,0.88,-0.55,-0.32,-0.84,-0.81,-0.18,-0.51
